fake name,school,sex,race/ethnicity,academic engagement,Random Number,Selected (X),school,sex,race,academic engagement
"Stavish, Mandy",Natural Sciences,female,White,47,0.635589582,,,,,
"Barrera Chavez, Natasia",Nursing,female,Hispanic,45,0.635652346,,,,,
"Alcaraz, Mario",Business Administration,male,Hispanic,42,0.635691106,,,,,
"Moore, Travis",Business Administration,male,White,33,0.635776396,,,,,
"Bernal, Annika",Communication,female,Hispanic,33,0.635821821,,,,,
"Rodeback, Allie",Natural Sciences,female,White,47,0.635857574,,,,,
"Gallegos, Julia",Education,female,Hispanic,35,0.635909738,,,,,
"Ford, Ricardo",Liberal Arts,male,Black,36,0.635967909,,,,,
"Curran, James",Liberal Arts,male,White,26,0.635970736,,,,,
"Kaminska, Andrew",Liberal Arts,male,White,52,0.635973128,,,,,
"Muniz, Juan",Natural Sciences,male,Hispanic,36,0.635993158,,,,,
"Slaymaker, Sawyer",Liberal Arts,male,White,27,0.635999568,,,,,
"Zheng, Alaina",Natural Sciences,female,Asian/Pacific Islander,35,0.636009197,,,,,
"Szura, Mark",Business Administration,male,Hispanic,35,0.636015427,,,,,
"Ong, Shauna",Natural Sciences,female,Asian/Pacific Islander,40,0.636076009,,,,,
"Sayyid, John",Natural Sciences,male,Other,43,0.636079869,,,,,
"Vang, Jacinda",Natural Sciences,female,Asian/Pacific Islander,36,0.636125777,,,,,
"Schwartz, Danielle",Engineering,female,White,35,0.636141099,,,,,
"Gilley, Emily",Education,female,White,33,0.63616715,,,,,
"Lara-Chavez, Jean",Liberal Arts,male,Hispanic,32,0.636170616,,,,,
"Arvizo, Sebastian",Communication,male,Other,32,0.636179776,,,,,
"Ortiz, Kathy",Liberal Arts,female,Hispanic,38,0.636195196,,,,,
"Mayo, Gabriel",Natural Sciences,male,White,36,0.636197372,,,,,
"Tang, Hyungu",Engineering,male,Asian/Pacific Islander,49,0.636203262,,,,,
"Skold, Taylor",Liberal Arts,female,White,30,0.636207957,,,,,
"Lee, Somsanouk",Natural Sciences,male,Asian/Pacific Islander,37,0.636250539,,,,,
"Ruiz, Jose",Social Work,male,Hispanic,40,0.6362508,,,,,
"Trewartha, Yohan",Natural Sciences,male,White,30,0.636270894,,,,,
"Johnson, Charles",Engineering,male,White,37,0.636292913,,,,,
"Hong, Justin",Natural Sciences,male,Asian/Pacific Islander,46,0.636306739,,,,,
"Shaw, Kushal",Liberal Arts,male,Asian/Pacific Islander,26,0.636320304,,,,,
"Mendez, Liliana",Communication,female,Hispanic,36,0.636329533,,,,,
"Ngiateng, Jenny",Business Administration,female,Asian/Pacific Islander,46,0.636370642,,,,,
"Oh, Kwang",Natural Sciences,male,Asian/Pacific Islander,35,0.636411027,,,,,
"Koretko, Katelyn",Natural Sciences,female,White,36,0.636430933,,,,,
"Novell, Story",Natural Sciences,female,White,29,0.636446678,,,,,
"Bellm, Kyra",Communication,female,White,60,0.636469646,,,,,
"Sparks, Natalie",Education,female,Black,40,0.636476815,,,,,
"Shay, Kyle",Liberal Arts,male,White,27,0.636616348,,,,,
"Mohan, Francis",Engineering,male,Other,38,0.636629649,,,,,
"Jimenez, Elizabeth",Nursing,female,Hispanic,44,0.636660999,,,,,
"Burton, Kyle",Liberal Arts,male,Other,25,0.636665057,,,,,
"Vu, Angela",Liberal Arts,female,Asian/Pacific Islander,28,0.636679995,,,,,
"Martinez, Alejandra",Undergraduate Studies,female,Hispanic,33,0.636696051,,,,,
"Littlefield, Stephanie",Liberal Arts,female,Other,34,0.636714854,,,,,
"Lam, Fermin Joshua",Engineering,male,Other,42,0.636724823,,,,,
"Renteria, Cheradee",Natural Sciences,female,Hispanic,43,0.636736198,,,,,
"Christner, Joshua",Natural Sciences,male,White,37,0.63676738,,,,,
"Kraft, Irena",Natural Sciences,female,Asian/Pacific Islander,45,0.636821088,,,,,
"Pederson, Evan",Geosciences,male,White,38,0.636826497,,,,,
"Hasson, Collin",Natural Sciences,male,White,30,0.636835739,,,,,
"Hinkle, Seth",Liberal Arts,male,White,24,0.636838845,,,,,
"Jones, Daiveon",Engineering,male,Black,36,0.636865436,,,,,
"Ford, Emma",Education,female,White,36,0.636903787,,,,,
"Burton, Jordan",Natural Sciences,female,White,34,0.636926261,,,,,
"Richards, Ryan",Engineering,male,White,42,0.636937427,,,,,
"Jennett, Nicholas",Engineering,male,White,33,0.636991795,,,,,
"Jones, Ruby",Communication,female,Hispanic,43,0.636991921,,,,,
"Rivasplata, Daniela",Education,female,Hispanic,36,0.636992264,,,,,
"Pender, Hannah",Liberal Arts,female,White,49,0.637003343,,,,,
"Velasco, Ivan",Undergraduate Studies,male,Hispanic,48,0.637049199,,,,,
"Narvaez Morones, Michelle",Education,female,Hispanic,30,0.637057226,,,,,
"Spadafora, Jacob",Natural Sciences,male,White,33,0.637061631,,,,,
"Buras, Alyssa",Liberal Arts,female,Asian/Pacific Islander,27,0.63707313,,,,,
"Tu, Benson",Engineering,male,Asian/Pacific Islander,35,0.637081917,,,,,
"Larson, Tabitha",Natural Sciences,female,White,39,0.637109652,,,,,
"Wallace, Logen",Natural Sciences,male,White,37,0.637125117,,,,,
"Daugherty, Anna-Maxine",Liberal Arts,female,White,28,0.637125236,,,,,
"Huynh, Lance",Liberal Arts,male,Asian/Pacific Islander,28,0.637150545,,,,,
"Cheung, Tiffany",Communication,female,Asian/Pacific Islander,34,0.63716259,,,,,
"Adames, Adilene",Natural Sciences,female,Hispanic,36,0.637185698,,,,,
"Chilcott, Mikala",Natural Sciences,female,Hispanic,33,0.63723994,,,,,
"Oh, Rodolfo",Natural Sciences,male,Asian/Pacific Islander,32,0.637245872,,,,,
"Patel, Aaron",Natural Sciences,male,Asian/Pacific Islander,37,0.637263936,,,,,
"Gutierrez Gutierrez, Dominic",Natural Sciences,male,Hispanic,35,0.637274414,,,,,
"Mcclintock, Brady",Liberal Arts,male,White,25,0.637282074,,,,,
"Le, Lena",Liberal Arts,female,Asian/Pacific Islander,28,0.637290813,,,,,
"Saunders, Austin",Business Administration,male,White,28,0.637294751,,,,,
"Rios, Andre",Engineering,male,Hispanic,40,0.637336686,,,,,
"Walker, Kaitlyn",Engineering,female,White,45,0.637354146,,,,,
"Hanley, Sierra",Natural Sciences,female,Black,60,0.637358018,,,,,
"Mian, John Daniel",Fine Arts,male,Asian/Pacific Islander,35,0.637364413,,,,,
"Montano-Soto, Mikayla",Liberal Arts,female,Hispanic,33,0.637379063,,,,,
"Castillo, Everett Michael",Business Administration,male,Hispanic,34,0.637403139,,,,,
"Philippus, Anne",Natural Sciences,female,White,35,0.637404202,,,,,
"Grainda, Tyler",Natural Sciences,male,Asian/Pacific Islander,28,0.637429177,,,,,
"Richardson, Valandra",Communication,female,Hispanic,35,0.63745742,,,,,
"Valverde, Jaren",Business Administration,male,Hispanic,38,0.63745862,,,,,
"Hartman, Tanya",Business Administration,female,White,33,0.63746362,,,,,
"Jessee, Grant",Liberal Arts,male,White,20,0.637504862,,,,,
"Macaranas, Van",Natural Sciences,male,Asian/Pacific Islander,31,0.637534807,,,,,
"Thompson Jr, Renee",Natural Sciences,female,Black,43,0.637605287,,,,,
"Sylte, Rebecca",Liberal Arts,female,White,29,0.637613526,,,,,
"Wolstenholm, Kati",Natural Sciences,female,White,35,0.637630939,,,,,
"Baca, Joshua",Natural Sciences,male,Hispanic,29,0.637655697,,,,,
"Oehlkers, George",Engineering,male,White,40,0.637679891,,,,,
"Ruiz, Besmeh",Social Work,female,Hispanic,46,0.637682616,,,,,
"Dominguez, Itzel",Natural Sciences,female,Hispanic,38,0.637685429,,,,,
"Begaye, Jordan",Natural Sciences,male,Other,39,0.637731437,,,,,
"Acosta-Dominguez, Jenny",Undergraduate Studies,female,Hispanic,40,0.637760385,,,,,
"Starks, Charilyn",Education,female,Other,38,0.637772772,,,,,
"Lopez, Miguel",Natural Sciences,male,Hispanic,33,0.637782011,,,,,
"Nieto, Andres",Natural Sciences,male,Hispanic,42,0.637828673,,,,,
"Luevano, Cecilia",Natural Sciences,female,Hispanic,36,0.6378442,,,,,
"Williams, Lance",Natural Sciences,male,White,33,0.637848393,,,,,
"Ausbun, Garrett",Liberal Arts,male,White,27,0.637848602,,,,,
"Acosta, Carl",Engineering,male,Hispanic,48,0.637902234,,,,,
"Chung, Samuel",Natural Sciences,male,Asian/Pacific Islander,32,0.637904661,,,,,
"Lucero, Valentina",Liberal Arts,female,Other,29,0.637916232,,,,,
"Burch, Lindsey",Natural Sciences,female,White,44,0.63791951,,,,,
"Rohn, Hilda",Liberal Arts,female,White,26,0.637936547,,,,,
"Lee, Jeffrey",Natural Sciences,male,Asian/Pacific Islander,39,0.637963453,,,,,
"Palmer, Casey",Engineering,male,White,41,0.637974217,,,,,
"Roberts, Amber",Business Administration,female,White,40,0.637991321,,,,,
"Hai, Christopher",Natural Sciences,male,Asian/Pacific Islander,37,0.638115503,,,,,
"Zhang, Seth",Natural Sciences,male,Asian/Pacific Islander,39,0.638147292,,,,,
"Plane, Joshua",Business Administration,male,White,48,0.638152065,,,,,
"Karas, Shaye",Undergraduate Studies,female,White,37,0.638192411,,,,,
"Staverosky, Sean",Liberal Arts,male,White,28,0.638205844,,,,,
"Riewski, Isabelle",Business Administration,female,White,40,0.638280561,,,,,
"Northup, Aidan",Engineering,male,White,34,0.638293341,,,,,
"Pham, Sam",Natural Sciences,male,Asian/Pacific Islander,33,0.638313358,,,,,
"Hernandez, Danny",Engineering,male,Hispanic,51,0.638338596,,,,,
"Martinez, Micaly",Communication,female,Hispanic,43,0.638346766,,,,,
"Samples, Sierra",Communication,female,Black,33,0.638347853,,,,,
"Sigarst, Christian",Natural Sciences,male,Black,31,0.638356366,,,,,
"Lutz, Kayla",Nursing,female,White,45,0.638358892,,,,,
"Garcia, Magali",Communication,female,Hispanic,37,0.638362066,,,,,
"Jordan, Richard",Liberal Arts,male,Black,32,0.638393265,,,,,
"Campbell, Derisha",Fine Arts,female,Other,41,0.638452349,,,,,
"Odenweller, Christopher",Liberal Arts,male,White,24,0.638497704,,,,,
"Bensreiti, Mariah",Natural Sciences,female,Other,33,0.638504786,,,,,
"Fredricey, Olivia",Education,female,White,41,0.638523072,,,,,
"Takayama, Alexander",Business Administration,male,Asian/Pacific Islander,32,0.638538048,,,,,
"Rowinski, Bryson",Natural Sciences,male,White,60,0.638552111,,,,,
"Rogers, Joel",Natural Sciences,male,Other,29,0.638597134,,,,,
"Braley, Mariah",Communication,female,Other,35,0.638614304,,,,,
"Cordova, Gerardo",Engineering,male,Hispanic,37,0.638636675,,,,,
"Joiner, Brianna",Natural Sciences,female,Black,34,0.638653646,,,,,
"Martin, Lindsey",Business Administration,female,White,39,0.638659326,,,,,
"Gonzales, Letisha",Natural Sciences,female,Hispanic,32,0.638729265,,,,,
"Galicia-Sandre, Kresta",Natural Sciences,female,Hispanic,33,0.638808903,,,,,
"Lo, Kanoa",Natural Sciences,male,Asian/Pacific Islander,48,0.638812735,,,,,
"Lederer, Emily",Natural Sciences,female,White,40,0.638822958,,,,,
"Marlow, John",Natural Sciences,male,Asian/Pacific Islander,26,0.638880116,,,,,
"Roberts, Sara",Natural Sciences,female,White,39,0.638891842,,,,,
"Allgaier, Faaris",Fine Arts,male,White,43,0.63894235,,,,,
"Geist, Will",Engineering,male,White,36,0.638957063,,,,,
"Perry, Justin",Natural Sciences,male,White,42,0.638968331,,,,,
"Orozco, Gabriela",Education,female,Hispanic,29,0.63897152,,,,,
"Smith, Henry",Liberal Arts,male,Asian/Pacific Islander,21,0.638983532,,,,,
"Castro, Justine",Liberal Arts,female,Hispanic,38,0.639032313,,,,,
"Ramos, Casey",Business Administration,female,Asian/Pacific Islander,43,0.639106071,,,,,
"Bryan, Natalie",Business Administration,female,White,38,0.639239243,,,,,
"Quigley, Sela",Engineering,female,Asian/Pacific Islander,42,0.639248644,,,,,
"Foreman, Leah",Communication,female,White,33,0.639277966,,,,,
"Fernandes, William",Natural Sciences,male,Other,36,0.639294828,,,,,
"Wordworth, Brianna",Natural Sciences,female,White,40,0.639318248,,,,,
"Noel, Sierra",Liberal Arts,female,White,25,0.639320011,,,,,
"Medina, Bianca",Fine Arts,female,Hispanic,42,0.639322035,,,,,
"Galamback, Federica",Fine Arts,female,White,40,0.639341206,,,,,
"Manibusan, Ryan",Engineering,male,Asian/Pacific Islander,44,0.639355443,,,,,
"Watt, Trinh",Geosciences,female,Other,38,0.639365333,,,,,
"Weir, Brandon",Engineering,male,White,44,0.639373785,,,,,
"Pulliam, Zachariah",Engineering,male,White,35,0.639392163,,,,,
"Som, Vandross",Natural Sciences,male,Other,37,0.639392364,,,,,
"Palizzi, Wyatt",Natural Sciences,male,White,37,0.639407074,,,,,
"Paine, Curtis",Natural Sciences,male,White,35,0.639425099,,,,,
"Adams, Donato",Natural Sciences,male,Other,37,0.639436154,,,,,
"Sharp, Jodi",Liberal Arts,female,White,30,0.63949052,,,,,
"Baca, Sergio",Liberal Arts,male,Other,27,0.639528537,,,,,
"Bullington, Zachary",Liberal Arts,male,White,26,0.639533018,,,,,
"Lee, Kenta",Liberal Arts,male,Other,27,0.639551958,,,,,
"Escamilla, Gavin",Natural Sciences,male,Hispanic,35,0.639556205,,,,,
"Siegle, Alexander",Liberal Arts,male,White,24,0.639568134,,,,,
"Loutzenhiser, Madeline",Liberal Arts,female,White,51,0.639617245,,,,,
"Olson, Destini",Undergraduate Studies,female,Hispanic,39,0.639649029,,,,,
"Ciaravola, Jacob",Engineering,male,White,37,0.639666472,,,,,
"Ray, Jamilia",Communication,female,Black,34,0.639678029,,,,,
"Leger, Indra",Undergraduate Studies,female,Hispanic,57,0.639686431,,,,,
"Ramirez Garcia, Faustino",Communication,male,Hispanic,36,0.639686663,,,,,
"Riley, Katera",Education,female,White,33,0.639707547,,,,,
"Cline, Alexandra",Liberal Arts,female,White,40,0.639725253,,,,,
"Ibarra, Charlette",Undergraduate Studies,female,Hispanic,36,0.63973346,,,,,
"Hendricks, Matthew",Natural Sciences,male,Asian/Pacific Islander,32,0.639748257,,,,,
"Ireland, Austin",Communication,male,White,28,0.639748482,,,,,
"Lamb, Austen",Liberal Arts,male,White,25,0.63975231,,,,,
"Romero, Robert",Engineering,male,Hispanic,39,0.639768366,,,,,
"Aryal, Cassandrea",Business Administration,female,Asian/Pacific Islander,35,0.639784348,,,,,
"Abrahamson, Savannah",Fine Arts,female,White,47,0.639787491,,,,,
"Nguyen, Yeon",Business Administration,female,Asian/Pacific Islander,40,0.639816031,,,,,
"Costa, Vincent",Geosciences,male,Asian/Pacific Islander,44,0.639849076,,,,,
"Littlefield, Robert",Engineering,male,Asian/Pacific Islander,38,0.639849084,,,,,
"Vijayasarathy, Megan",Natural Sciences,female,Asian/Pacific Islander,36,0.639868993,,,,,
"Macharia, Yerusalem",Communication,female,Black,43,0.639914143,,,,,
"Ohno, Tyler",Natural Sciences,male,Asian/Pacific Islander,37,0.639921549,,,,,
"Griego, Rosa Maria",Undergraduate Studies,female,Hispanic,35,0.639947114,,,,,
"Stuart, Sydney",Natural Sciences,female,White,42,0.639968313,,,,,
"Sun, Yves Ameen",Engineering,male,Asian/Pacific Islander,42,0.639981673,,,,,
"Morales, Denisse",Natural Sciences,female,Hispanic,36,0.639982405,,,,,
"Intaratat, Alexander",Natural Sciences,male,Asian/Pacific Islander,35,0.639982537,,,,,
"Brewster, Maximilion",Business Administration,male,White,60,0.6399871,,,,,
"Verdicchio, Trent",Business Administration,male,White,31,0.63999801,,,,,
"Hill, Sinh",Business Administration,male,Asian/Pacific Islander,48,0.640013677,,,,,
"Szeton, Sara",Liberal Arts,female,Asian/Pacific Islander,32,0.640037556,,,,,
"Jung, Alex",Business Administration,male,Asian/Pacific Islander,34,0.640044775,,,,,
"Nguyen, Taylor",Natural Sciences,male,Asian/Pacific Islander,37,0.64008772,,,,,
"Ganesh, Savannah",Natural Sciences,female,Asian/Pacific Islander,43,0.640102002,,,,,
"Fazli, Yen",Liberal Arts,female,Asian/Pacific Islander,33,0.640116149,,,,,
"Orozco, Salma",Engineering,female,Other,55,0.640135969,,,,,
"Shao, Jimmy",Natural Sciences,male,Asian/Pacific Islander,34,0.640160982,,,,,
"Reno, Michael",Natural Sciences,male,White,38,0.640176309,,,,,
"Gonzalez, Vincent",Natural Sciences,male,Hispanic,35,0.64019669,,,,,
"Cabral, Aime",Natural Sciences,female,Hispanic,40,0.640209371,,,,,
"Smith, Nicholas",Engineering,male,White,50,0.640216882,,,,,
"Blea, Natalie",Natural Sciences,female,Black,34,0.640235727,,,,,
"Padilla, Elijah",Engineering,male,White,35,0.640236335,,,,,
"Hall, Victoria",Natural Sciences,female,Black,38,0.640324997,,,,,
"Shaner, Ty",Engineering,male,White,39,0.640363715,,,,,
"Sarsam, Rachel",Business Administration,female,Asian/Pacific Islander,42,0.640374675,,,,,
"Li, Mark",Natural Sciences,male,Asian/Pacific Islander,37,0.640420073,,,,,
"Sarwana, Christine",Natural Sciences,female,Asian/Pacific Islander,38,0.640478684,,,,,
"Chakravarty, Karlee",Natural Sciences,female,Asian/Pacific Islander,36,0.6405103,,,,,
"Boyer, Chelsea",Communication,female,White,35,0.640517792,,,,,
"Rasquinha, Nitha",Natural Sciences,female,Asian/Pacific Islander,44,0.640522669,,,,,
"Mace, Zachery",Natural Sciences,male,Other,32,0.640524119,,,,,
"Jimenez Villa, Isaac",Undergraduate Studies,male,Hispanic,31,0.640525258,,,,,
"Sherman, Brennen",Business Administration,male,White,33,0.640544094,,,,,
"Caotrieu, Suji",Communication,female,Asian/Pacific Islander,35,0.64056675,,,,,
"Pinel, Tony",Engineering,male,Asian/Pacific Islander,36,0.640568374,,,,,
"Mc Nichols, Dylan",Natural Sciences,male,White,42,0.640575273,,,,,
"Logan, Leo",Liberal Arts,male,White,23,0.640623671,,,,,
"Lundberg, Dallas",Natural Sciences,male,White,33,0.64064193,,,,,
"Martinez, Jace",Natural Sciences,male,Hispanic,33,0.640729281,,,,,
"Shoesmith, Jakob",Business Administration,male,White,33,0.64075576,,,,,
"Nava, Angelo",Liberal Arts,male,Other,25,0.640759669,,,,,
"Tran, Tuong-Vi",Natural Sciences,female,Asian/Pacific Islander,30,0.640860027,,,,,
"Schwindt, Cole",Engineering,male,White,33,0.640929956,,,,,
"Gulley, Trevon",Engineering,male,Black,41,0.640967315,,,,,
"Romero, Nayeli",Social Work,female,Hispanic,27,0.640971701,,,,,
"Williams, Brandi",Liberal Arts,female,White,28,0.640993942,,,,,
"Mills, Alexandria",Engineering,female,White,40,0.640997461,,,,,
"Silva, Courtney",Communication,female,White,39,0.641019565,,,,,
"Richardson, Kristen",Business Administration,female,White,35,0.641022364,,,,,
"Manuel, Aaron",Engineering,male,White,33,0.641026934,,,,,
"Alarid, Ashley",Education,female,Other,37,0.641048235,,,,,
"Morales, Sandy",Education,female,Hispanic,45,0.641058758,,,,,
"Mcgrath, Benjamin",Natural Sciences,male,White,37,0.641107837,,,,,
"Crews, Dante",Communication,male,Other,33,0.641116495,,,,,
"Bobrick, Bridjet",Liberal Arts,female,White,35,0.641137664,,,,,
"Hernandez, Angel",Natural Sciences,male,Hispanic,31,0.641198189,,,,,
"Sathe, Brandon",Engineering,male,Asian/Pacific Islander,35,0.64120803,,,,,
"Patel, Saisuriya",Business Administration,male,Asian/Pacific Islander,36,0.641220275,,,,,
"Reyna, Fabian",Natural Sciences,male,Hispanic,32,0.641285013,,,,,
"Nguyen, Christine",Natural Sciences,female,Asian/Pacific Islander,37,0.641314641,,,,,
"Isais, Alexander",Liberal Arts,male,Hispanic,29,0.641400109,,,,,
"Dieyleh, Sean",Natural Sciences,male,Asian/Pacific Islander,28,0.641434877,,,,,
"Balous, Jau'Nae",Undergraduate Studies,female,Black,29,0.641485288,,,,,
"Babauta, Ruth",Engineering,female,Asian/Pacific Islander,32,0.641509168,,,,,
"Teteak, Brandy",Engineering,female,White,38,0.641517873,,,,,
"Zuspan, Alexis",Natural Sciences,female,White,37,0.641529638,,,,,
"Punzal, Sidra",Natural Sciences,female,Asian/Pacific Islander,37,0.641534232,,,,,
"Layton, Sarah",Fine Arts,female,White,39,0.641569804,,,,,
"Johnston, Taylor",Communication,female,White,37,0.641629669,,,,,
"Ulibarri, Ruben",Natural Sciences,male,Hispanic,45,0.641638241,,,,,
"Abeyta, Vanessa",Liberal Arts,female,Hispanic,38,0.641647488,,,,,
"Hendricks, Sunee",Engineering,female,Asian/Pacific Islander,37,0.641660253,,,,,
"Hooper, Jordan",Natural Sciences,female,Black,37,0.641689773,,,,,
"Willis, Leah",Business Administration,female,White,38,0.641769638,,,,,
"Crawford, Heather",Natural Sciences,female,White,42,0.64177162,,,,,
"Riebel, Adam",Natural Sciences,male,White,36,0.641812106,,,,,
"De Blieck, Nolan",Engineering,male,White,37,0.641820257,,,,,
"Gallegos, Renee",Liberal Arts,female,Hispanic,26,0.641829668,,,,,
"Becerra-Bermudez, Gabriel",Natural Sciences,male,Hispanic,34,0.641840905,,,,,
"Schulker, Tia",Liberal Arts,female,White,38,0.641850791,,,,,
"Simmonds, Halli",Natural Sciences,female,White,36,0.641925218,,,,,
"Santistevan, Amber",Communication,female,Hispanic,38,0.641956193,,,,,
"Garcia, Jeremy",Communication,male,White,34,0.64198353,,,,,
"Jackson, Jacob",Liberal Arts,male,White,22,0.641985266,,,,,
"Vo, Mira",Natural Sciences,female,Asian/Pacific Islander,32,0.641998429,,,,,
"Barnes, Emily",Business Administration,female,White,36,0.642021456,,,,,
"Baker, Sarah",Natural Sciences,female,White,38,0.642066248,,,,,
"Chau, Anish",Business Administration,male,Asian/Pacific Islander,35,0.642090001,,,,,
"Maxey, Laura",Communication,female,White,34,0.642136899,,,,,
"Bennion, Rodney",Education,male,White,28,0.642215956,,,,,
"Verdos, Brandon",Natural Sciences,male,Asian/Pacific Islander,26,0.642228724,,,,,
"Jaroszynski, Robert",Natural Sciences,male,White,41,0.642260102,,,,,
"Josselyn, Jonothan",Engineering,male,White,35,0.642297161,,,,,
"Trejo, Issac",Engineering,male,Hispanic,32,0.642375023,,,,,
"Okubo, Mackenzie",Natural Sciences,female,Asian/Pacific Islander,60,0.642394047,,,,,
"Rademacher, Jamie",Fine Arts,female,White,44,0.642429706,,,,,
"Patten, Elliot",Engineering,male,White,36,0.642452997,,,,,
"Brown, Macie",Nursing,female,White,42,0.642469542,,,,,
"Boyd, Dakota",Geosciences,male,White,33,0.642504527,,,,,
"Chavez, Gonzalo",Engineering,male,Hispanic,35,0.642509976,,,,,
"Deguzman, Seung Chul",Engineering,male,Asian/Pacific Islander,44,0.642521355,,,,,
"Ratnecht, Tanja",Business Administration,female,White,37,0.642526036,,,,,
"Barnes, Christian",Natural Sciences,male,Hispanic,30,0.642529694,,,,,
"Turner-Watson, Tayler",Education,female,Black,37,0.642547919,,,,,
"Rivera Castro, Steve",Liberal Arts,male,Hispanic,23,0.642569184,,,,,
"Michels, Madeline",Natural Sciences,female,White,46,0.642570034,,,,,
"Dunaway, Garrett",Engineering,male,White,60,0.642581959,,,,,
"Yerkman, Lauren",Business Administration,female,White,38,0.642595021,,,,,
"Neuscheler, Ryan",Natural Sciences,male,White,40,0.642621878,,,,,
"Thapa, Christine",Geosciences,female,Asian/Pacific Islander,38,0.642629214,,,,,
"Cornell, Colton",Natural Sciences,male,White,33,0.642644772,,,,,
"Schoonover, Emma",Communication,female,White,46,0.642662924,,,,,
"Bell, Ian",Natural Sciences,male,American Indian,29,0.642673879,,,,,
"Mccloud, Edward",Business Administration,male,Other,50,0.642739576,,,,,
"Benson, Alysia",Liberal Arts,female,Asian/Pacific Islander,28,0.642747896,,,,,
"Palacios, David",Liberal Arts,male,Hispanic,30,0.642768,,,,,
"Arellano, Kirche",Undergraduate Studies,female,Asian/Pacific Islander,30,0.642846039,,,,,
"Hossain, Christine",Natural Sciences,female,Asian/Pacific Islander,33,0.642854686,,,,,
"Mondragon, Jaime",Liberal Arts,male,Hispanic,23,0.642887012,,,,,
"Tahir, Prianca",Business Administration,female,Other,35,0.642899148,,,,,
"Leslie, Christopher",Geosciences,male,White,32,0.642957855,,,,,
"Stamps, Erin",Education,female,White,31,0.643074106,,,,,
"Verdos, Nicholas",Architecture,male,Asian/Pacific Islander,28,0.643167167,,,,,
"Strobel, Emily",Liberal Arts,female,White,32,0.643193945,,,,,
"Ferguson, Yasminee",Undergraduate Studies,female,Hispanic,39,0.643201421,,,,,
"Dang, William",Liberal Arts,male,Asian/Pacific Islander,24,0.643234647,,,,,
"Bridgforth, Katie",Liberal Arts,female,White,44,0.64328358,,,,,
"Yang, Luke",Engineering,male,Asian/Pacific Islander,30,0.643287807,,,,,
"Bluford, Patrick",Liberal Arts,male,American Indian,24,0.643309686,,,,,
"Hayes III, Kamry",Liberal Arts,female,Other,32,0.643309955,,,,,
"Moore, Ellen",Communication,female,White,36,0.643330781,,,,,
"Sinyard, Lacey",Liberal Arts,female,White,28,0.643340947,,,,,
"Clark, Kaitlin",Natural Sciences,female,White,34,0.643352691,,,,,
"May, Sydney",Nursing,female,White,38,0.643355292,,,,,
"Duhnkrack, Ryan",Engineering,male,White,38,0.643360755,,,,,
"Gonzalez, Martha",Liberal Arts,female,Other,28,0.643386748,,,,,
"Chavez, Silvia",Liberal Arts,female,Hispanic,29,0.643422439,,,,,
"Archuleta, Adrian",Liberal Arts,male,Hispanic,21,0.643474937,,,,,
"Leon, Christian",Business Administration,male,Hispanic,32,0.643476232,,,,,
"Ruelas Jr, Erik",Business Administration,male,Hispanic,38,0.643545123,,,,,
"Neal, Lindsey",Liberal Arts,female,White,38,0.64355382,,,,,
"Patrick, Violet",Natural Sciences,female,Hispanic,41,0.64360617,,,,,
"Sauer, Michael",Engineering,male,White,30,0.643657719,,,,,
"Nored, Christian",Liberal Arts,male,White,31,0.643728391,,,,,
"Whisler, Tabitha",Natural Sciences,female,Other,42,0.64375297,,,,,
"Boxberger, Jeffery",Liberal Arts,male,White,27,0.643768858,,,,,
"Shelton, Aimee",Undergraduate Studies,female,White,39,0.643779687,,,,,
"Oaxaca Chumacero, Gerald",Business Administration,male,Hispanic,38,0.643805393,,,,,
"Webb, Robert",Liberal Arts,male,White,24,0.643812373,,,,,
"Hickman, Brian",Liberal Arts,male,Hispanic,30,0.643833367,,,,,
"Hambric, Bryce",Communication,male,White,35,0.643847691,,,,,
"Rushay, Jessica",Liberal Arts,female,White,26,0.643888451,,,,,
"Nguyen, Olivia",Natural Sciences,female,Asian/Pacific Islander,30,0.643906362,,,,,
"Chung, Vinhcynt",Fine Arts,male,Asian/Pacific Islander,42,0.643929933,,,,,
"Knaus, Adam",Natural Sciences,male,Asian/Pacific Islander,43,0.643930447,,,,,
"Jacobson, Seth",Natural Sciences,male,White,29,0.643935565,,,,,
"Etzenhouser, Nickelle",Education,female,White,33,0.64399188,,,,,
"Banchongchith, Kenny",Business Administration,male,Asian/Pacific Islander,27,0.644003308,,,,,
"Enright, Victoria",Education,female,White,32,0.64408882,,,,,
"Stanley, Dymond",Liberal Arts,female,Black,33,0.644091729,,,,,
"Mcconnell, Laynee",Natural Sciences,female,White,53,0.644111693,,,,,
"L Etoile, Chase",Natural Sciences,male,White,31,0.644121826,,,,,
"Valenzuela, Gabriela",Social Work,female,Hispanic,21,0.644152494,,,,,
"Brennan, Ana Maria",Natural Sciences,female,Hispanic,43,0.644182687,,,,,
"Juarez, Branden",Geosciences,male,Other,35,0.644228303,,,,,
"Haynes, Tabithia",Engineering,female,White,41,0.644240926,,,,,
"Jones, Alizae",Education,female,Black,39,0.64424892,,,,,
"Hibbs, Justina",Business Administration,female,White,35,0.64425985,,,,,
"Lopez, William",Engineering,male,Hispanic,37,0.644263177,,,,,
"Olinger, Anne",Business Administration,female,White,37,0.644291198,,,,,
"Vidana, Antonio",Liberal Arts,male,Hispanic,32,0.644328284,,,,,
